State,Local Government Area,Ward,Polling Unit Code,Polling Unit,Latitude,Longitude,Distance_km_to_Centroid,Cluster_ID,Coordinator_ID
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,2,OBUGA PUBLIC SQUARE,6.3128,6.9088,2.747849327,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,3,UGWUNADEGBE PRY. SCHOOL,6.3091,6.9061,2.737794661,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,4,AGULERI I CIVIC CENTRE,6.3091,6.9061,2.737794661,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,5,UMUALA SQUARE I,6.3106,6.9046,2.503619892,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,6,UMUALA SQUARE II,6.328180163,6.884065121,0.494378715,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,7,MGBOKO PULBIC SQUARE,6.3292,6.8827,0.681335565,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,8,OKENE PUBLIC SQUARE,6.3232,6.879,0.923346889,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,9,UMUEZE PUBLIC SQUARE,6.3232,6.879,0.923346889,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,10,UMUNKITI PUBLIC SQUARE,6.325158062,6.87849015,0.958645512,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,11,MGBAILO PUBLIC SQUARE,6.3284,6.88,0.878547797,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,12,CIVIC CENTRE ABEGWU,6.329688041,6.880694926,0.88648493,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,13,UMUNTA VILAGE HALL,6.327426722,6.878458299,0.999913784,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,14,WILLIE OBIANO SEC. SCHOOL,6.3275,6.8783,1.018972988,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,15,WILLIE OBIANO SEC. SCHOOL,6.331157927,6.875158511,1.494336617,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,16,UGWUNADAGBE PRI. SCH. II BLOCK B,6.337501612,6.872516535,2.135631297,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,17,UMUANEVILI HALL,6.337603247,6.872244962,2.165778999,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,01 - AGULERI,18,EZIAMA TOWN HALL,6.3489,6.8918,2.70958479,01---aguleri-c1,coord-01---aguleri-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,1,CENTRAL SCHOOL,6.3466,6.892,2.13009999,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,2,UMUNOKE PUB. SQUARE I,6.334385595,6.882001832,0.944074148,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,3,UMUNOKE PUB. SQUARE II,6.334317283,6.881861351,0.948603644,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,4,UMUANWUNU SQUARE,6.331,6.8837,0.546302547,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,5,ABOR VILLAGE HALL I,6.330730058,6.883705035,0.52776917,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,6,OKPU VILAGE HALL I,6.329519426,6.886972971,0.186459518,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,7,UMUNGALAGU VILLAGE HALL,6.326464342,6.89211946,0.528473082,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,8,ISIOKWE VILLAGE HALL,6.324739518,6.889530122,0.417491769,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,9,ERULU VILLAGE HALL,6.3262684,6.892238148,0.548010568,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,10,OWOLOLIE TOWN HALL,6.3231,6.8886,0.551456603,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,11,JUSTICE CHINWUBA MEMORIAL SECONDARY SCHOOL,6.3231,6.8886,0.551456603,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,12,UMUANWUNU PUBLIC SQUARE II,6.323259951,6.890036725,0.588451405,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,13,ABOR CENTRAL HALL,6.320831651,6.885150075,0.836258812,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,02 - AGULERI II,14,OKPU VILLAGE HALL,6.317045054,6.889586784,1.233196191,02---aguleri-ii-c1,coord-02---aguleri-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,1,ENUGU NDIDA,6.6118,6.9064,4.282225321,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,2,AMA ENUGU I,6.6087,6.9054,3.925660537,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,3,AMAENUGU II,6.575711586,6.900149994,0.236522321,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,4,AMA OKPOGBA,6.5735,6.9022,0.154188804,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,5,AMA ISIKWE,6.5711,6.9011,0.289733524,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,6,AMA IGBOEZUNU,6.571,6.9021,0.331019839,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,7,IFITE ENU,6.571066687,6.900884919,0.291846451,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,8,MKPUNANDO,6.571,6.9005,0.301213964,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,9,PONTOON,6.5701,6.9002,0.405025338,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,10,NGENE EJO,6.5693,6.9006,0.488788355,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,11,OKPAIYIRI I,6.5691,6.9001,0.516552175,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,12,OKPAIYIRI II,6.5689,6.9,0.540274739,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,13,IWUNOR SQUARE I,6.5671,6.9002,0.735993972,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,14,IWUNOR SQUARE II,6.5671,6.9002,0.735993972,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,15,UMUAGAMA SQUARE,6.5669,6.8992,0.775916577,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,16,MKPUNANDO PRY SCH,6.5669,6.8992,0.775916577,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,18,MODEL PRY. HEALTH CENTRE MKPUNANDO,6.564950086,6.898078322,1.017897133,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,03 - ENUGWU-OTU,17,CENTRAL SCHOOL II,6.5622,6.8982,1.309989118,03---enugwu-otu-c1,coord-03---enugwu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,1,AKPATA SQUARE I,6.5074,6.8651,0.670498906,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,2,AKPATA SQUARE II,6.5074,6.8651,0.670498906,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,3,UMUANEVILI I,6.5107,6.8618,0.176493401,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,4,UMUANEVILI II,6.5107,6.8618,0.176493401,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,5,UMURIABOR I,6.5067,6.8601,0.478358666,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,6,UMURIABOR II,6.5101,6.8586,0.206139183,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,7,AKPAIYIAGBA,6.5101,6.8586,0.206139183,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,8,OGBUOKA I,6.5123,6.8602,0.144594826,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,9,OGBUOKA II,6.5123,6.8602,0.144594826,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,10,NEW SITE I,6.5129,6.8608,0.220416475,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,11,NEW SITE II,6.5129,6.8608,0.220416475,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,12,OGBOLIOGBO,6.5125,6.8582,0.279604486,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,13,IYIAKMA,6.5125,6.8581,0.288546591,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,14,NWANNEKA PRY. SCHOOL I,6.5125,6.8581,0.288546591,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,15,NWANNEKA PRY. SCHOOL II,6.5125,6.8581,0.288546591,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,04 - EZIAGULU-OTU,16,ITILIBE SQUARE,6.5125,6.8581,0.288546591,04---eziagulu-otu-c1,coord-04---eziagulu-otu-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,1,CHUKWUEMEKA ODUMEGWU OJUKWU UNIVERSITY (FACULTY OF ART).,6.2827,6.9585,2.260344388,05---igbariam-c1,coord-05---igbariam-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,2,AGUOJI PRY. SCHOOL,6.293904989,6.971891709,1.11841119,05---igbariam-c1,coord-05---igbariam-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,3,ONEDE PRY. SCHOOL,6.297511799,6.969108935,0.613159735,05---igbariam-c1,coord-05---igbariam-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,4,AMA UBARU I,6.3059,6.9667,0.475584833,05---igbariam-c1,coord-05---igbariam-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,5,AMA UBARU II,6.3107,6.9674,1.013124089,05---igbariam-c1,coord-05---igbariam-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,6,AMAEZIAFOR I,6.3199,6.9599,2.111616277,05---igbariam-c1,coord-05---igbariam-c1
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,7,AMAEZIAFOR II,6.397853186,6.942783371,0.601875322,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,8,AMAIVITE I,6.3958,6.9428,0.381447467,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,9,AMA,6.3958,6.9427,0.385281369,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,10,HEALTH CENTRE,6.396,6.9418,0.449858559,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,11,AMANASA PRY. SCHOOL I,6.396,6.9418,0.449858559,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,12,AMANASA PRY. SCHOOL II,6.3941,6.9424,0.241949895,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,13,COMMUNITY SEC. SCH.,6.3941,6.9424,0.241949895,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,14,OGWUGWUODA,6.3952,6.9472,0.463053922,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,15,CHUKWUEMEKA ODUMEGWU OJUKWU UNIVERSITY SCHOOL AUDITORIUM,6.3952,6.9472,0.463053922,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,16,ANAKWEM VILLAGE HALL,6.3836,6.945,1.003747932,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,05 - IGBARIAM,17,CHUKWUEMEKA ODUMEGWU OJUKWU UNIVERSITY LAW AUDITORIUM,6.374581803,6.947406828,2.035926152,05---igbariam-c2,coord-05---igbariam-c2
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,1,AMANSOKWA SQUARE,6.3367,6.9406,2.890334545,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,2,IKENGA PRY. SCHOOL,6.3367,6.9406,2.890334545,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,3,NDAFEMMILI SQUARE I,6.3271,6.939,1.862714754,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,4,NDAFEMMILI SQUARE II,6.3255,6.9389,1.693090005,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,5,EZEORA PRY. SCHOOL,6.3116,6.9377,0.58466262,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,6,ABUBE UNO PRY. SCHOOL I,6.2979,6.9451,1.455425176,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,7,ABUBE UNO PRY. SCHOOL II,6.2979,6.9451,1.455425176,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,8,AMAIGWE PUB. SQUARE,6.2931,6.9468,2.015180503,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,9,AMAENUIYI SQUARE I,6.2931,6.9468,2.015180503,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,06 - NANDO I,10,AMAENUIYI SQUARE II,6.2885,6.9487,2.561419506,06---nando-i-c1,coord-06---nando-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,1,ENUGU,6.3457,6.9214,0.71521477,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,2,AMUKO PUB. SQUARE I,6.3457,6.9214,0.71521477,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,3,AMUKO PUB. SQUARE II,6.3487,6.9193,0.314308534,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,4,AMAOWELEOKA PUB. SQUARE I,6.3487,6.9193,0.314308534,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,5,AMAOWELEOKA PUB. SQUARE II,6.3505,6.9175,0.12910822,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,6,AMAIBETO SQUARE I,6.3506,6.9175,0.121244162,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,7,AMAIBETO SQUARE II,6.3512,6.9184,0.019653104,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,8,AMABEGWU SQUARE I,6.3512,6.9184,0.019653104,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,9,AMABEGWU SQUARE II,6.3541,6.9184,0.306413498,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,10,IFITE MARKET SQUARE I,6.3541,6.9184,0.306413498,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,11,IFITE MARKET SQUARE II,6.3544,6.9172,0.360676141,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,12,IFITE PRY. SCHOOL I,6.3561,6.9155,0.612512693,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,07 - NANDO II,13,IFITE PRY. SCHOOL II,6.3565,6.9152,0.667674644,07---nando-ii-c1,coord-07---nando-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,1,UBARUNAISIOYE PUB. SQUARE,6.363,6.9242,3.126260199,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,2,CENTRAL SCHOOL I,6.363,6.9242,3.126260199,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,3,CENTRAL SCHOOL II,6.3585,6.9284,2.560702748,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,4,AMA OCHIANA I,6.3585,6.9284,2.560702748,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,5,AMA OCHIANA II,6.3429,6.9334,0.885475554,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,6,AMA AGWENA I,6.3414,6.9339,0.761554587,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,7,AMA AGWENA II,6.3414,6.9339,0.761554587,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,8,UMUASIOGU I,6.3331,6.9347,0.555777777,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,9,UMUASIOGU II,6.3331,6.9347,0.555777777,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,10,NKWO MARKET SQUARE I,6.3315,6.935,0.68607624,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,11,NKWO MARKET SQUARE II,6.3315,6.935,0.68607624,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,12,EZINANDO PRY. SCHOOL I,6.3264,6.932,1.034303469,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,13,EZINANDO PRY. SCHOOL II,6.3209,6.93,1.629383818,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,14,ACHALA OGU SQUARE,6.3209,6.93,1.629383818,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,15,AMA AJANA SQUARE,6.3207,6.9279,1.672707502,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,16,AMAISIOYE SQUARE,6.3185,6.9289,1.902330004,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,17,OBU AJANA SQUARE,6.3184,6.9269,1.944020571,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,08 - NANDO III,18,AMA,6.3162,6.9242,2.255319946,08---nando-iii-c1,coord-08---nando-iii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,1,COMMUNITY PRY. SCH.,6.2638,6.8153,0.484081785,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,2,OGWARI SQUARE,6.2637,6.8153,0.481395423,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,3,ILO ABBA C.P.S,6.261376923,6.818429455,0.19154468,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,4,ISINYI (AGBALAGBO),6.2599,6.8182,0.344791206,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,5,SOCIAL CLUB,6.262074803,6.820258364,0.105803593,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,6,ILO AMAGU SQUARE,6.2633,6.8206,0.134977401,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,7,ILO ABA,6.2587,6.8198,0.445851548,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,8,OFFIA NTA,6.264287489,6.821728908,0.299615786,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,9,NSUGBE CIVIC CENTRE,6.2655,6.822,0.413428956,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,10,ILO AKPALAGU,6.2669,6.8202,0.472593936,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,09 - NSUGBE I,11,ILO UMUAKOSIAM,6.260173462,6.823098846,0.483661133,09---nsugbe-i-c1,coord-09---nsugbe-i-c1
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,1,ILO NNADI SQUARE I,6.1830929,6.865452,4.777317779,10---nsugbe-ii-c1,coord-10---nsugbe-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,2,DEVELOPMENT PRIMARY SCHOOL,6.211759225,6.807396524,2.399753473,10---nsugbe-ii-c1,coord-10---nsugbe-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,3,COLLEGE OF EDUCATION I,6.207126762,6.805193424,2.411310661,10---nsugbe-ii-c1,coord-10---nsugbe-ii-c1
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,4,COLLEGE OF EDUCATION II,6.2478,6.8425,4.237403049,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,5,ILO NNADI PRY. SCH.,6.2478,6.8425,4.237403049,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,6,OTAKWU SQUARE,6.2314,6.8084,0.342024123,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,7,COLLEGE OF EDUCATION III,6.24033178,6.805096865,1.400172858,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,8,UDOKA ESTATE I,6.230021701,6.807251684,0.295197579,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,9,UDOKA ESTATE I,6.233981577,6.804438047,0.822812696,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,10,OBELEMILI ESTATE,6.232121795,6.800901555,1.026265791,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
04 - ANAMBRA,03 - ANAMBRA EAST,10 - NSUGBE II,11,SECURITY ALULU ESTATE PHASE I,6.228158573,6.799893044,1.056320455,10---nsugbe-ii-c2,coord-10---nsugbe-ii-c2
