State,Local Government Area,Ward,Polling Unit Code,Polling Unit,Latitude,Longitude,Distance_km_to_Centroid,Cluster_ID,Coordinator_ID
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,6,NWAHIA KINDER SCHOOL,5.9731,7.0591,0.540845583,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,7,EZIHU/AFOR,5.973,7.0592,0.556244991,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,8,OZALLA CENTRE,5.9707,7.0596,0.760349232,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,9,UMUOBI KINDER SCHOOL,5.9675,7.0547,0.926659434,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,10,UMUEZENWA CENTRE,5.9707,7.0616,0.921762925,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,11,TOWN SCHOOL UHUALA,5.96739,7.06535,1.475647012,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,1,PRIMARY SCHOOL OBIUNO I,6.0256,7.0053,1.93783871,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,2,PRIMARY SCHOOL OBIUNO II,6.0224,7.0118,1.446812974,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,3,OBIUNO YOUTHS CENTRE I,6.0205,7.0154,1.300424547,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,4,OBIUNO YOUTHS CENTRE II,6.021,7.0187,1.50361004,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,5,AMAKPU SQUARE,6.021,7.0188,1.509307415,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,6,"PRY. SCHOOL, NGO",6.0168,7.019,1.151186406,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,7,G.S.S IGBO,6.0127,7.0158,0.581386338,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,8,MGBENDO HALL,6.01264,7.01582,0.57890988,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,9,IHUOFOR HALL,6.0126,7.0108,0.371636053,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,10,EZEKWEKA HALL,6.0126,7.0108,0.371636053,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,11,AMAUDO/AKUKWA SQUARE,6.0079,7.0136,0.26477447,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,12,IHUANUKA HALL,6.008,7.0109,0.179708932,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,13,NGO SQUARE,6.0069,7.0183,0.777321625,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,14,EZEACHAOKE HALL,6.0046,7.0179,0.865378333,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,15,UMUAZUCHAOKE HALL,6.0179,7.0013,1.492087647,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,16,TOWN SCHOOL I,6.0179,7.0013,1.492087647,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,17,TOWN SCHOOL II,6.0033,7.0064,0.89775008,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,18,OBIGBO C.S,5.9985,7.013,1.218870906,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,19,UMUNONO HALL,5.994,7.0135,1.722289534,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,20,OGWUGWUAGU PRY. SCHOOL,5.994,7.0135,1.722289534,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,21,TOWN HALL,5.9951,7.0059,1.714710057,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,22,G. S. S. IGBO UKWU II,5.995,7.006,1.720914955,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,10 - IGBO-UKWU I,23,IHUANUKA HALL II,5.995,7.006,1.720914955,10---igbo-ukwu-i-c1,coord-10---igbo-ukwu-i-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,1,IHITE PRY. SCHOOL I,6.0342,7.0308,2.642597371,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,2,IHITE PRY. SCHOOL II,6.0341,7.0309,2.633763954,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,3,UMUDEGE CIVIC CENTRE I,6.0202,7.0291,1.083221669,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,4,UMUDEGE CIVIC CENTRE II,6.0202,7.0291,1.083221669,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,5,ETITINABO HALL I,6.01746,7.02356,0.79702782,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,6,ETITINABO HALL II,6.0173,7.0236,0.778915939,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,7,UNION PRY. SCHOOL I,6.01619,7.02603,0.594774051,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,8,UNION PRY. SCHOOL II,6.0171,7.0236,0.758489956,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,9,ETITI HALL I,6.0141,7.024,0.444999368,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,10,ETITI HALL II,6.0139,7.0238,0.440937722,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,11,IHUAKABA HALL I,6.0091,7.0243,0.298694865,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,12,IHUAKABA HALL II,6.0091,7.0243,0.298694865,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,13,UDOAKWARI HALL I,6.009361542,7.022881489,0.417647723,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,14,UDOAKWARI HALL II,6.0069,7.0236,0.534193312,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,15,UMUEZULU HALL I,6.0068,7.0236,0.543373884,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,16,UMUEZULU HALL II,6.0061,7.0289,0.598848378,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,17,CENTRAL SCHOOL I,6.0059,7.0289,0.618553651,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,18,CENTRAL SCHOOL II,6.0019,7.0293,1.047391878,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,19,"PRY. SCHOOL, EZIHU I",6.0019,7.0294,1.050890114,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,20,"PRY. SCHOOL, EZIHU II",6.0006,7.0261,1.140135103,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,21,ST. STEPHEN,6.0006,7.0261,1.140135103,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,22,UMUENEILI HALL,5.9982,7.0207,1.539136641,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,23,TIMBER MARKET HALL,5.9982,7.0207,1.539136641,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,11 - IGBO - UKWU II,24,CENTRAL SCHOOL III,6.001,7.0391,1.785519997,11---igbo---ukwu-ii-c1,coord-11---igbo---ukwu-ii-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,1,COMMUNITY SCHOOL I,6.0066,7.0389,0.978277519,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,2,COMMUNITY SCHOOL II,6.0066,7.0389,0.978277519,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,3,EZI HALL I,6.0053,7.0462,0.171736873,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,4,EZI HALL II,6.0053,7.0462,0.171736873,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,5,ESISIAMA HALL I,6.0054,7.0513,0.3995005,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,6,ESISIAMA HALL II,6.0054,7.0513,0.3995005,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,7,IFITE HALL I,6.0055,7.0544,0.741251878,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,12 - IKENGA,8,IFITE HALL II,6.0055,7.0544,0.741251878,12---ikenga-c1,coord-12---ikenga-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,1,AMORJI PRY. SCHOOL,6.0142,7.063,1.66000425,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,2,OFIYI SQUARE,6.0224,7.0631,1.234679633,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,3,IHUOWELE HALL,6.0203,7.0529,0.474931046,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,4,EMEAGAM HALL,6.0287,7.0612,1.105541548,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,5,CENTRAL SCHOOL,6.029923,7.0622606,1.271407761,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,6,OZALA SCHOOL (VILL HALL),6.0300113,7.0622455,1.274626426,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,7,OZALLA SCHOOL,6.0285,7.0535,0.469299438,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,8,"PRY. SCHOOL, ISUOFIA",6.0288,7.0534,0.4977891,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,9,ISIAKU,6.0291,7.0533,0.527082689,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,10,EZIOKA HALL,6.0331195,7.0559186,1.045386788,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,11,IKEME PRY. SCHOL,6.0291,7.0501,0.558565809,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,12,CATHECUMEN NURSERY SCHOOL,6.027,7.0429,1.058466765,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,13,COMMUNITY SCHOOL,6.027,7.0428,1.069141587,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,14,ISIAKU HALL,6.0161,7.044,1.297182748,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,15,AKULU VILLAGE HALL,6.0185,7.0418,1.323691047,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,16,AKULU NDE KINDER,6.0157,7.0439,1.33708779,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,13 - ISUOFIA,17,PRIMARY HEALTH CENTRE COMPOUND OZALLA,6.0181,7.04,1.519269515,13---isuofia-c1,coord-13---isuofia-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,1,CENTRAL SCHOOL,5.9803,7.0825,1.065892227,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,2,COMMUNITY SCHOOL,5.9808,7.0864,0.712225746,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,3,OBINABO HALL,5.9832,7.0882,0.789918109,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,4,TOWN HALL,5.98,7.0902,0.373363437,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,5,ELUAMA HALL,5.9814,7.0919,0.501401372,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,6,"PRY. SCHOOL, NKPLOGWU",5.9791,7.0921,0.252291876,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,7,LOCAL AUTHORITY PRY. SCHOOL,5.9789,7.094,0.353090152,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,8,UMUONYIA HALL,5.9771,7.0947,0.352962106,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,9,ISIOJI HALL,5.9753,7.0937,0.300606811,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,10,NGWUAGU SQUARE,5.9753,7.0937,0.300606811,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,11,OGWUGWUNEZI HALL,5.9737,7.0942,0.464106743,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,12,"CENTRAL SCHOOL, NKPOLOGWU",5.9737,7.0942,0.464106743,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,13,COMMUNITY SCHOOL NKPOLOGWU,5.9704,7.0943,0.786417825,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,14 - NKPOLOGWU,14,UDARA,5.9675,7.0911,1.047030916,14---nkpologwu-c1,coord-14---nkpologwu-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,1,UMUDIKE HALL I,6.0299,7.0072,0.885098962,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,2,UMUDIKE HALL II,6.0299,7.0073,0.878771622,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,3,UMUDIKE HALL III,6.0299,7.0073,0.878771622,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,4,UMUDIKE HALL IV,6.0299,7.0073,0.878771622,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,5,CENTRAL SCHOOL I,6.0299,7.0073,0.878771622,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,6,CENTRAL SCHOOL II,6.0299,7.0073,0.878771622,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,7,CENTRAL SCHOOL III,6.0391,7.0079,0.526418794,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,8,CENTRAL SCHOOL IV,6.0391,7.0079,0.526418794,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,9,CENTRAL SCHOOL V,6.0391,7.0079,0.526418794,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,10,CENTRAL SCHOOL VI,6.0391,7.0079,0.526418794,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,11,OBIUNO HALL I,6.0391,7.0079,0.526418794,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,12,OBIUNO HALL II,6.0413,7.0141,0.600196788,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,13,OBIUNO HALL III,6.0413,7.0141,0.600196788,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,14,OBIUNO HALL IV,6.0413,7.0141,0.600196788,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,15,OBIUNO HALL V,6.0413,7.0141,0.600196788,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,16,OBI NRI I,6.0413,7.0141,0.600196788,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,17,OBI NRI II,6.0365,7.0177,0.650991942,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,18,OBI NRI III,6.0366,7.0177,0.651268086,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,19,OBI NRI IV,6.0366,7.0177,0.651268086,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,20,OBI NRI V,6.0366,7.0177,0.651268086,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,21,OBI NRI VI,6.0366,7.0177,0.651268086,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,15 - ORAERI,22,UMUDIKE HALL V,6.0366,7.0177,0.651268086,15---oraeri-c1,coord-15---oraeri-c1
04 - ANAMBRA,01 - AGUATA,16 - UGA I,1,UMOMUNYE HALL I,6.2424172,6.8161075,0,16---uga-i-c1,coord-16---uga-i-c1
04 - ANAMBRA,01 - AGUATA,16 - UGA I,2,UMOMUNYE HALL II,6.1247899,6.8403996,4.656377448,16---uga-i-c2,coord-16---uga-i-c2
04 - ANAMBRA,01 - AGUATA,16 - UGA I,3,UMOMUNYE HALL III,6.1023129,6.9215409,4.656468229,16---uga-i-c2,coord-16---uga-i-c2
04 - ANAMBRA,01 - AGUATA,16 - UGA I,4,UMOMUNYE HALL IV,5.932,7.0755,1.254521297,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,5,UMOMUNYE HALL V,5.932,7.0755,1.254521297,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,6,NWAGWAZI PRY SCHOOL I,5.932,7.0755,1.254521297,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,7,NWAGWAZI PRY SCHOOL II,5.9316,7.0751,1.246325923,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,8,NWAGWAZI PRY SCHOOL III,5.9316,7.075,1.237721863,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,9,EZINKWO PRY SCHOOL I,5.935,7.0693,0.520533114,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,10,EZINKWO PRY SCHOOL II,5.935,7.0693,0.520533114,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,11,OKWU HALL I,5.9391,7.0725,0.68629559,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,12,OKWU HALL II,5.9391,7.0725,0.68629559,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,13,OKWU HALL III,5.9396,7.0676,0.179330543,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,14,OTIOGBATA HALL I,5.9396,7.0676,0.179330543,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,15,OTIOGBATA HALL II,5.9396,7.0676,0.179330543,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,16,OTIOGBATA HALL III,5.9396,7.0676,0.179330543,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,17,OKWUTE HALL I,5.9396,7.0676,0.179330543,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,18,OKWUTE HALL II,5.9453,7.0706,0.881340879,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,19,UGWUNWAOCHA SQUARE I,5.9453,7.0706,0.881340879,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,20,UGWUNWAOCHA SQUARE II,5.9453,7.0706,0.881340879,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,21,UGWUNWAOCHA SQUARE III,5.9411,7.0534,1.454640611,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,22,COMMUNITY SEC. SCHOOL I,5.9411,7.0534,1.454640611,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,23,COMMUNITY SEC. SCHOOL II,5.9411,7.0533,1.465501068,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,24,R.V. UMUEZE I,5.9425,7.0444,2.461740047,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,16 - UGA I,25,R.V. UMUEZE II,5.9425,7.0444,2.461740047,16---uga-i-c3,coord-16---uga-i-c3
04 - ANAMBRA,01 - AGUATA,17 - UGA II,1,COMMUNITY PRY. SCHOOL I,5.9324,7.0861,1.504892052,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,2,COMMUNITY PRY. SCHOOL II,5.9386,7.0925,1.044299232,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,3,COMMUNITY PRY. SCHOOL III,5.9386,7.0925,1.044299232,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,4,COMMUNITY PRY. SCHOOL IV,5.9386,7.0925,1.044299232,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,5,OGANIRU PRY. SCHOOL I,5.9386,7.0925,1.044299232,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,6,OGANIRU PRY. SCHOOL II,5.94018,7.09419,1.055688282,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,7,OGANIRU PRY. SCHOOL III,5.94022,7.09416,1.050356414,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,8,IHUOGWUGWU HALL I,5.9421,7.0846,0.478923267,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,9,IHUOGWUGWU HALL II,5.9421,7.0846,0.478923267,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,10,UGA B.S.S. I,5.9523,7.0813,0.919164743,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,11,UGA B.S.S II,5.9523,7.0812,0.926244364,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,12,UGA B.S.S III,5.9523,7.0812,0.926244364,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,13,UGA GIRLS,5.9555,7.083,1.136338875,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,14,MBALAOYE SQUARE,5.957,7.0817,1.345031698,17---uga-ii-c1,coord-17---uga-ii-c1
04 - ANAMBRA,01 - AGUATA,17 - UGA II,15,OKA VILLAGE HALL I,5.957,7.0817,1.345031698,17---uga-ii-c1,coord-17---uga-ii-c1
